,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
12679,12679,24014,Granada CF,Aridane Hernández,26,Spagna,Difensore centrale,DC,-,Cádiz CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/aridane-hernandez/profil/spieler/82503,"Granada CF,Cádiz CF"
12680,12680,24015,Granada CF,Héctor Yuste,27,Spagna,Difensore centrale,DC,800 mila €,RCD Mallorca,Spagna,?,Out,2010-20,e,laliga,https://www.transfermarkt.it/hector-yuste/profil/spieler/94414,"Granada CF,RCD Mallorca"
12681,12681,24016,Granada CF,Nicolás López,22,Uruguay,Ala destra,AD,"3,50 mln €",Udinese Calcio,Italia,Fine prestito15/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/nicolas-lopez/profil/spieler/185593,"Granada CF,Udinese Calcio"
12682,12682,24017,Granada CF,Adalberto Peñaranda,18,Venezuela,Punta centrale,P,500 mila €,Udinese Calcio,Italia,Fine prestito31/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/adalberto-penaranda/profil/spieler/308801,"Granada CF,Udinese Calcio"
12683,12683,24018,Granada CF,Neuton,25,Brasile,Difensore centrale,DC,400 mila €,Udinese Calcio,Italia,Fine prestito31/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/neuton/profil/spieler/105468,"Granada CF,Udinese Calcio"
12684,12684,24019,Granada CF,Thievy Bifouma,23,Congo,Ala destra,AD,"2,50 mln €",RCD Espanyol Barcellona,Spagna,Fine prestito27/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/thievy-bifouma/profil/spieler/181477,"Granada CF,RCD Espanyol Barcellona"
12685,12685,24020,Granada CF,Juankar,25,Spagna,Terzino sinistro,TS,"1,50 mln €",SC Braga,Portogallo,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/juankar/profil/spieler/126625,"Granada CF,SC Braga"
12686,12686,24021,Granada CF,Allan Nyom,27,Camerun,Terzino destro,TD,"5,00 mln €",Udinese Calcio,Italia,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/allan-nyom/profil/spieler/111508,"Granada CF,Udinese Calcio"
12687,12687,24022,Granada CF,Eddy Silvestre,22,Azerbaigian,Centrale,CC,300 mila €,Real Murcia CF,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/eddy-silvestre/profil/spieler/238865,"Granada CF,Real Murcia CF"
12688,12688,24023,Granada CF,Lass Bangoura,23,Guinea,Ala destra,AD,"2,00 mln €",Rayo Vallecano,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/lass-bangoura/profil/spieler/182963,"Granada CF,Rayo Vallecano"
12689,12689,24024,Granada CF,Rober Ibáñez,22,Spagna,Ala destra,AD,"2,00 mln €",Valencia CF,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/rober-ibanez/profil/spieler/242532,"Granada CF,Valencia CF"
12690,12690,24025,Granada CF,Rubén Pérez,26,Spagna,Mediano,M,"2,50 mln €",Atlético de Madrid,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/ruben-perez/profil/spieler/113045,"Granada CF,Atlético de Madrid"
12691,12691,24026,Granada CF,Daniel Candeias,27,Portogallo,Ala destra,AD,"1,50 mln €",Benfica Lisbona,Portogallo,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/daniel-candeias/profil/spieler/56046,"Granada CF,Benfica Lisbona"
12692,12692,24027,Granada CF,Adrián Colunga,30,Spagna,Punta centrale,P,"2,00 mln €",Brighton & Hove Albion,Inghilterra,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/adrian-colunga/profil/spieler/57866,"Granada CF,Brighton & Hove Albion"
12693,12693,24028,Granada CF,Abdoul Wahid Sissoko,25,Mali,Mediano,M,"1,50 mln €",Udinese Calcio,Italia,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/abdoul-wahid-sissoko/profil/spieler/83368,"Granada CF,Udinese Calcio"
12695,12695,24030,SD Eibar,Eneko Bóveda,26,Spagna,Terzino destro,TD,"1,50 mln €",Athletic Bilbao,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/eneko-boveda/profil/spieler/89313,"SD Eibar,Athletic Bilbao"
12700,12700,24035,SD Eibar,Ángel Rodríguez,28,Spagna,Punta centrale,P,800 mila €,Real Saragozza,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/angel-rodriguez/profil/spieler/51510,"SD Eibar,Real Saragozza"
12703,12703,24038,SD Eibar,Jon Errasti,27,Spagna,Centrale,CC,"1,50 mln €",Spezia Calcio,Italia,?,Out,2010-20,e,laliga,https://www.transfermarkt.it/jon-errasti/profil/spieler/158849,"SD Eibar,Spezia Calcio"
12704,12704,24039,SD Eibar,Mikel Arruabarrena,32,Spagna,Seconda punta,SP,"1,50 mln €",SD Huesca,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/mikel-arruabarrena/profil/spieler/51559,"SD Eibar,SD Huesca"
12707,12707,24042,SD Eibar,Sergio García,25,Spagna,Ala sinistra,AS,-,Real Murcia CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/sergio-garcia/profil/spieler/159644,"SD Eibar,Real Murcia CF"
12709,12709,24044,SD Eibar,Eddy Silvestre,23,Azerbaigian,Centrale,CC,500 mila €,Real Murcia CF,Spagna,Fine prestito31/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/eddy-silvestre/profil/spieler/238865,"SD Eibar,Real Murcia CF"
12712,12712,24047,SD Eibar,Simone Verdi,23,Italia,Trequartista,TQ,"3,00 mln €",AC Milan,Italia,Fine prestito29/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/simone-verdi/profil/spieler/130360,"SD Eibar,AC Milan"
12714,12714,24049,SD Eibar,Gonzalo Escalante,22,Argentina,Centrale,CC,500 mila €,Calcio Catania,Italia,Fine prestito10/gen/2016,Out,2010-20,e,laliga,https://www.transfermarkt.it/gonzalo-escalante/profil/spieler/266795,"SD Eibar,Calcio Catania"
12715,12715,24050,SD Eibar,Raúl Navas,27,Spagna,Difensore centrale,DC,"2,00 mln €",Real Sociedad,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/raul-navas/profil/spieler/142419,"SD Eibar,Real Sociedad"
12716,12716,24051,SD Eibar,Abraham Minero,29,Spagna,Terzino sinistro,TS,"1,50 mln €",Real Saragozza,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/abraham-minero/profil/spieler/95483,"SD Eibar,Real Saragozza"
12717,12717,24052,SD Eibar,Manu del Moral,31,Spagna,Punta centrale,P,"1,50 mln €",Sevilla FC,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/manu-del-moral/profil/spieler/37399,"SD Eibar,Sevilla FC"
12718,12718,24053,SD Eibar,Federico Piovaccari,30,Italia,Punta centrale,P,"1,50 mln €",UC Sampdoria,Italia,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/federico-piovaccari/profil/spieler/44514,"SD Eibar,UC Sampdoria"
12719,12719,24054,SD Eibar,Dídac Vilà,26,Spagna,Terzino sinistro,TS,"1,00 mln €",AC Milan,Italia,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/didac-vila/profil/spieler/67090,"SD Eibar,AC Milan"
12720,12720,24055,SD Eibar,Rafa Páez,20,Spagna,Difensore centrale,DC,600 mila €,FC Liverpool,Inghilterra,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/rafa-paez/profil/spieler/268258,"SD Eibar,FC Liverpool"
12721,12721,24056,UD Las Palmas,Emmanuel Culio,32,Argentina,Centrale,CC,800 mila €,Real Saragozza,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/emmanuel-culio/profil/spieler/30846,"UD Las Palmas,Real Saragozza"
12723,12723,24058,UD Las Palmas,Casto,33,Spagna,Portiere,POR,400 mila €,UD Almería,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/casto/profil/spieler/47722,"UD Las Palmas,UD Almería"
12725,12725,24060,UD Las Palmas,Guzmán Casaseca,30,Spagna,Ala destra,AD,400 mila €,Real Valladolid CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/guzman-casaseca/profil/spieler/57983,"UD Las Palmas,Real Valladolid CF"
12726,12726,24061,UD Las Palmas,Marcelo Silva,26,Uruguay,Difensore centrale,DC,600 mila €,Real Valladolid CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/marcelo-silva/profil/spieler/76743,"UD Las Palmas,Real Valladolid CF"
12727,12727,24062,UD Las Palmas,Carlos Gutiérrez,24,Spagna,Difensore centrale,DC,200 mila €,Burgos CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/carlos-gutierrez/profil/spieler/274753,"UD Las Palmas,Burgos CF"
12728,12728,24063,UD Las Palmas,Asdrúbal Padrón,24,Spagna,Punta centrale,P,300 mila €,CD Leganés,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/asdrubal-padron/profil/spieler/274771,"UD Las Palmas,CD Leganés"
12729,12729,24064,UD Las Palmas,Alfredo Ortuño,25,Spagna,Punta centrale,P,"1,00 mln €",RCD Mallorca,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/alfredo-ortuno/profil/spieler/96540,"UD Las Palmas,RCD Mallorca"
12730,12730,24065,UD Las Palmas,Alfredo Ortuño,24,Spagna,Punta centrale,P,"1,00 mln €",Real Saragozza,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/alfredo-ortuno/profil/spieler/96540,"UD Las Palmas,Real Saragozza"
12731,12731,24066,UD Las Palmas,Tyronne,24,Spagna,Trequartista,TQ,400 mila €,SD Huesca,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/tyronne/profil/spieler/172127,"UD Las Palmas,SD Huesca"
12732,12732,24067,UD Las Palmas,Héctor Figueroa,26,Spagna,Punta centrale,P,200 mila €,SD Huesca,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/hector-figueroa/profil/spieler/274765,"UD Las Palmas,SD Huesca"
12733,12733,24068,UD Las Palmas,Bolaño,29,Spagna,Difensore centrale,DC,600 mila €,SD Huesca,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/bolano/profil/spieler/48294,"UD Las Palmas,SD Huesca"
12734,12734,24069,UD Las Palmas,Jesús Valentín,23,Spagna,Difensore centrale,DC,100 mila €,SD Huesca,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/jesus-valentin/profil/spieler/274775,"UD Las Palmas,SD Huesca"
12737,12737,24072,UD Las Palmas,Alfredo Ortuño,24,Spagna,Punta centrale,P,800 mila €,Granada CF,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/alfredo-ortuno/profil/spieler/96540,"UD Las Palmas,Granada CF"
12738,12738,24073,Sporting de Gijón,Juan Muñiz,23,Spagna,Trequartista,TQ,500 mila €,Gimnàstic de Tarragona,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/juan-muniz/profil/spieler/85357,"Sporting de Gijón,Gimnàstic de Tarragona"
12739,12739,24074,Sporting de Gijón,Hugo Fraile,28,Spagna,Ala destra,AD,300 mila €,Elche CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/hugo-fraile/profil/spieler/72201,"Sporting de Gijón,Elche CF"
12740,12740,24075,Sporting de Gijón,Alberto Guitián,25,Spagna,Difensore centrale,DC,200 mila €,Real Saragozza,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/alberto-guitian/profil/spieler/230895,"Sporting de Gijón,Real Saragozza"
12742,12742,24077,Sporting de Gijón,Santi Jara,24,Spagna,Ala destra,AD,500 mila €,Albacete Balompié,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/santi-jara/profil/spieler/221921,"Sporting de Gijón,Albacete Balompié"
12743,12743,24078,Sporting de Gijón,Mandi,26,Spagna,Centrale,CC,800 mila €,Elche CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/mandi/profil/spieler/69789,"Sporting de Gijón,Elche CF"
12745,12745,24080,Real Betis Balompié,Chuli,24,Spagna,Punta centrale,P,"1,00 mln €",UD Almería,Spagna,500 mila €,Out,2010-20,e,laliga,https://www.transfermarkt.it/chuli/profil/spieler/129515,"Real Betis Balompié,UD Almería"
12746,12746,24081,Real Betis Balompié,Lorenzo Reyes,24,Cile,Mediano,M,"1,50 mln €",UD Almería,Spagna,Spesa prestito:350 mila €,Out,2010-20,e,laliga,https://www.transfermarkt.it/lorenzo-reyes/profil/spieler/119537,"Real Betis Balompié,UD Almería"
12748,12748,24083,Real Betis Balompié,Héctor Rodas,27,Spagna,Difensore centrale,DC,600 mila €,Córdoba CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/hector-rodas/profil/spieler/72286,"Real Betis Balompié,Córdoba CF"
12751,12751,24086,Real Betis Balompié,Salvador Agra,23,Portogallo,Ala destra,AD,"3,00 mln €",CD Nacional,Portogallo,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/salvador-agra/profil/spieler/155395,"Real Betis Balompié,CD Nacional"
12752,12752,24087,Real Betis Balompié,Dani Pacheco,24,Spagna,Ala sinistra,AS,"1,00 mln €",Deportivo Alavés,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/dani-pacheco/profil/spieler/28285,"Real Betis Balompié,Deportivo Alavés"
12753,12753,24088,Real Betis Balompié,Nono,22,Spagna,Centrale,CC,400 mila €,Elche CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/nono/profil/spieler/199132,"Real Betis Balompié,Elche CF"
12754,12754,24089,Real Betis Balompié,Vincenzo Rennella,27,Italia,Punta centrale,P,"1,50 mln €",Real Valladolid CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/vincenzo-rennella/profil/spieler/61401,"Real Betis Balompié,Real Valladolid CF"
12757,12757,24092,Real Betis Balompié,Álex Martínez,25,Spagna,Terzino sinistro,TS,"1,00 mln €",Elche CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/alex-martinez/profil/spieler/186891,"Real Betis Balompié,Elche CF"
12760,12760,24095,Real Betis Balompié,Cristiano Piccini,22,Italia,Terzino destro,TD,800 mila €,ACF Fiorentina,Italia,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/cristiano-piccini/profil/spieler/163086,"Real Betis Balompié,ACF Fiorentina"
12761,12761,24096,Real Betis Balompié,Foued Kadir,31,Algeria,Trequartista,TQ,"1,50 mln €",Olympique Marsiglia,Francia,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/foued-kadir/profil/spieler/57403,"Real Betis Balompié,Olympique Marsiglia"
12762,12762,24097,Real Betis Balompié,Francisco Portillo,25,Spagna,Ala destra,AD,"1,50 mln €",Málaga CF,Spagna,Fine prestito30/giu/2015,Out,2010-20,e,laliga,https://www.transfermarkt.it/francisco-portillo/profil/spieler/138803,"Real Betis Balompié,Málaga CF"
12763,12763,25192,FC Barcellona,Claudio Bravo,33,Cile,Portiere,POR,"15,00 mln €",Manchester City,Inghilterra,"18,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/claudio-bravo/profil/spieler/40423,"FC Barcellona,Manchester City"
12764,12764,25193,FC Barcellona,Marc Bartra,25,Spagna,Difensore centrale,DC,"8,00 mln €",Borussia Dortmund,Germania,"8,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/marc-bartra/profil/spieler/99922,"FC Barcellona,Borussia Dortmund"
12765,12765,25194,FC Barcellona,Alen Halilovic,20,Croazia,Trequartista,TQ,"10,00 mln €",Amburgo SV,Germania,"5,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/alen-halilovic/profil/spieler/226074,"FC Barcellona,Amburgo SV"
12767,12767,25196,FC Barcellona,Cristian Tello,25,Spagna,Ala sinistra,AS,"10,00 mln €",ACF Fiorentina,Italia,Spesa prestito:500 mila €,Out,2010-20,e,laliga,https://www.transfermarkt.it/cristian-tello/profil/spieler/141834,"FC Barcellona,ACF Fiorentina"
12768,12768,25197,FC Barcellona,Dani Alves,33,Brasile,Terzino destro,TD,"9,00 mln €",Juventus FC,Italia,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/dani-alves/profil/spieler/15951,"FC Barcellona,Juventus FC"
12769,12769,25198,FC Barcellona,Sandro Ramírez,20,Spagna,Punta centrale,P,"5,00 mln €",Málaga CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/sandro-ramirez/profil/spieler/199369,"FC Barcellona,Málaga CF"
12771,12771,25200,FC Barcellona,Martín Montoya,25,Spagna,Terzino destro,TD,"3,00 mln €",Valencia CF,Spagna,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/martin-montoya/profil/spieler/68645,"FC Barcellona,Valencia CF"
12772,12772,25201,FC Barcellona,Thomas Vermaelen,30,Belgio,Difensore centrale,DC,"4,00 mln €",AS Roma,Italia,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/thomas-vermaelen/profil/spieler/15904,"FC Barcellona,AS Roma"
12773,12773,25202,FC Barcellona,Sergi Samper,21,Spagna,Mediano,M,"5,00 mln €",Granada CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/sergi-samper/profil/spieler/181112,"FC Barcellona,Granada CF"
12774,12774,25203,FC Barcellona,Douglas,26,Brasile,Terzino destro,TD,"1,00 mln €",Sporting de Gijón,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/douglas/profil/spieler/58426,"FC Barcellona,Sporting de Gijón"
12775,12775,25204,FC Barcellona,Munir El Haddadi,20,Marocco,Punta centrale,P,"10,00 mln €",Valencia CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/munir-el-haddadi/profil/spieler/223725,"FC Barcellona,Valencia CF"
12776,12776,25205,Real Madrid CF,Jesé,23,Spagna,Ala sinistra,AS,"14,00 mln €",FC Paris Saint-Germain,Francia,"25,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/jese/profil/spieler/134936,"Real Madrid CF,FC Paris Saint-Germain"
12777,12777,25206,Real Madrid CF,Denis Cheryshev,25,Russia,Ala sinistra,AS,"10,00 mln €",Villarreal CF,Spagna,"7,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/denis-cheryshev/profil/spieler/98322,"Real Madrid CF,Villarreal CF"
12778,12778,25207,Real Madrid CF,Borja Mayoral,19,Spagna,Punta centrale,P,-,VfL Wolfsburg,Germania,"Spesa prestito:3,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/borja-mayoral/profil/spieler/298976,"Real Madrid CF,VfL Wolfsburg"
12779,12779,25208,Real Madrid CF,Álvaro Medrán,22,Spagna,Centrale,CC,400 mila €,Valencia CF,Spagna,"1,50 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/alvaro-medran/profil/spieler/253839,"Real Madrid CF,Valencia CF"
12780,12780,25209,Real Madrid CF,Omar Mascarell,23,Spagna,Mediano,M,"1,50 mln €",Eintracht Francoforte,Germania,"1,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/omar-mascarell/profil/spieler/142031,"Real Madrid CF,Eintracht Francoforte"
12781,12781,25210,Real Madrid CF,Álvaro Arbeloa,33,Spagna,Terzino destro,TD,"2,00 mln €",West Ham United,Inghilterra,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/alvaro-arbeloa/profil/spieler/28260,"Real Madrid CF,West Ham United"
12784,12784,25213,Real Madrid CF,Burgui,22,Spagna,Ala sinistra,AS,800 mila €,Sporting de Gijón,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/burgui/profil/spieler/246277,"Real Madrid CF,Sporting de Gijón"
12785,12785,25214,Real Madrid CF,Diego Llorente,22,Spagna,Difensore centrale,DC,"3,00 mln €",Málaga CF,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/diego-llorente/profil/spieler/246291,"Real Madrid CF,Málaga CF"
12786,12786,25215,Real Madrid CF,Jesús Vallejo,19,Spagna,Difensore centrale,DC,"3,00 mln €",Eintracht Francoforte,Germania,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/jesus-vallejo/profil/spieler/251896,"Real Madrid CF,Eintracht Francoforte"
12787,12787,25216,Real Madrid CF,Marcos Llorente,21,Spagna,Centrale,CC,800 mila €,Deportivo Alavés,Spagna,Prestito,Out,2010-20,e,laliga,https://www.transfermarkt.it/marcos-llorente/profil/spieler/282411,"Real Madrid CF,Deportivo Alavés"
12788,12788,25217,Atlético de Madrid,Borja Bastón,23,Spagna,Punta centrale,P,"5,00 mln €",Swansea City,Inghilterra,"18,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/borja-baston/profil/spieler/85324,"Atlético de Madrid,Swansea City"
12789,12789,25218,Atlético de Madrid,Miranda,31,Brasile,Difensore centrale,DC,"16,00 mln €",Inter,Italia,"11,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/miranda/profil/spieler/33357,"Atlético de Madrid,Inter"
12790,12790,25219,Atlético de Madrid,Leo Baptistão,23,Brasile,Ala destra,AD,"4,00 mln €",RCD Espanyol Barcellona,Spagna,"7,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/leo-baptistao/profil/spieler/221899,"Atlético de Madrid,RCD Espanyol Barcellona"
12791,12791,25220,Atlético de Madrid,Josuha Guilavogui,25,Francia,Mediano,M,"12,00 mln €",VfL Wolfsburg,Germania,"3,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/josuha-guilavogui/profil/spieler/93704,"Atlético de Madrid,VfL Wolfsburg"
12792,12792,25221,Atlético de Madrid,Luciano Vietto,22,Argentina,Punta centrale,P,"14,00 mln €",Sevilla FC,Spagna,"Spesa prestito:3,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/luciano-vietto/profil/spieler/214316,"Atlético de Madrid,Sevilla FC"
12793,12793,25222,Atlético de Madrid,Matías Kranevitter,23,Argentina,Mediano,M,"6,00 mln €",Sevilla FC,Spagna,"Spesa prestito:2,00 mln €",Out,2010-20,e,laliga,https://www.transfermarkt.it/matias-kranevitter/profil/spieler/240900,"Atlético de Madrid,Sevilla FC"
12794,12794,25223,Atlético de Madrid,Jesús Gámez,31,Spagna,Terzino destro,TD,"3,50 mln €",Newcastle United,Inghilterra,gratuito,Out,2010-20,e,laliga,https://www.transfermarkt.it/jesus-gamez/profil/spieler/29055,"Atlético de Madrid,Newcastle United"
