,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
29321,29321,19865,AJ Auxerre,Daniel Niculae,27,Romania,Punta centrale,P,"3,40 mln €",AS Monaco,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/daniel-niculae/profil/spieler/34512,"AJ Auxerre,AS Monaco"
29325,29325,19869,AJ Auxerre,Steeven Langil,22,Martinica,Ala sinistra,AS,"1,80 mln €",Valenciennes FC,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/steeven-langil/profil/spieler/52209,"AJ Auxerre,Valenciennes FC"
29329,29329,19873,AJ Auxerre,Aurélien Capoue,28,Guadalupa,Ala sinistra,AS,"2,00 mln €",FC Nantes,Francia,Fine prestito30/giu/2010,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/aurelien-capoue/profil/spieler/18299,"AJ Auxerre,FC Nantes"
29330,29330,19874,Stade Rennais FC,Asamoah Gyan,24,Ghana,Punta centrale,P,"11,00 mln €",AFC Sunderland,Inghilterra,"16,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/asamoah-gyan/profil/spieler/26802,"Stade Rennais FC,AFC Sunderland"
29332,29332,19876,Stade Rennais FC,Jimmy Briand,24,Francia,Punta centrale,P,"7,80 mln €",Olympique Lione,Francia,"6,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jimmy-briand/profil/spieler/18909,"Stade Rennais FC,Olympique Lione"
29333,29333,19877,Stade Rennais FC,Rod Fanni,29,Francia,Terzino destro,TD,"7,50 mln €",Olympique Marsiglia,Francia,"4,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/rod-fanni/profil/spieler/5477,"Stade Rennais FC,Olympique Marsiglia"
29334,29334,19878,Stade Rennais FC,Carlos Bocanegra,31,Stati Uniti,Difensore centrale,DC,"3,30 mln €",AS Saint Étienne,Francia,125 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/carlos-bocanegra/profil/spieler/15829,"Stade Rennais FC,AS Saint Étienne"
29335,29335,19879,Stade Rennais FC,Elderson,22,Nigeria,Terzino sinistro,TS,850 mila €,SC Braga,Portogallo,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/elderson/profil/spieler/59938,"Stade Rennais FC,SC Braga"
29336,29336,19880,Stade Rennais FC,Moussa Sow,24,Senegal,Punta centrale,P,"3,00 mln €",LOSC Lilla,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/moussa-sow/profil/spieler/22382,"Stade Rennais FC,LOSC Lilla"
29337,29337,19881,Stade Rennais FC,Vincent Pajot,19,Francia,Mediano,M,50 mila €,US Boulogne,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/vincent-pajot/profil/spieler/126699,"Stade Rennais FC,US Boulogne"
29341,29341,19885,Stade Rennais FC,Lhadji Badiane,23,Francia,Ala destra,AD,500 mila €,Digione FCO,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/lhadji-badiane/profil/spieler/51309,"Stade Rennais FC,Digione FCO"
29342,29342,19886,Stade Rennais FC,Petter Hansson,33,Svezia,Difensore centrale,DC,"2,50 mln €",AS Monaco,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/petter-hansson/profil/spieler/6854,"Stade Rennais FC,AS Monaco"
29343,29343,19887,Stade Rennais FC,Maxime Le Marchand,20,Francia,Difensore centrale,DC,900 mila €,AC Le Havre,Francia,?,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/maxime-le-marchand/profil/spieler/60558,"Stade Rennais FC,AC Le Havre"
29348,29348,19892,Olympique Marsiglia,Hatem Ben Arfa,23,Francia,Trequartista,TQ,"7,00 mln €",Newcastle United,Inghilterra,"6,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/hatem-ben-arfa/profil/spieler/18900,"Olympique Marsiglia,Newcastle United"
29350,29350,19894,Olympique Marsiglia,Hatem Ben Arfa,23,Francia,Trequartista,TQ,"7,00 mln €",Newcastle United,Inghilterra,"Spesa prestito:2,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/hatem-ben-arfa/profil/spieler/18900,"Olympique Marsiglia,Newcastle United"
29351,29351,19895,Olympique Marsiglia,Garry Bocaly,22,Martinica,Terzino destro,TD,"2,20 mln €",Montpellier HSC,Francia,800 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/garry-bocaly/profil/spieler/38473,"Olympique Marsiglia,Montpellier HSC"
29352,29352,19896,Olympique Marsiglia,Mamadou Samassa,24,Mali,Punta centrale,P,"2,80 mln €",Valenciennes FC,Francia,800 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mamadou-samassa/profil/spieler/39917,"Olympique Marsiglia,Valenciennes FC"
29356,29356,19900,Olympique Marsiglia,Pape M'Bow,22,Senegal,Difensore centrale,DC,400 mila €,AC Ajaccio,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pape-mbow/profil/spieler/56796,"Olympique Marsiglia,AC Ajaccio"
29357,29357,19901,Olympique Marsiglia,Cédric D'Ulivo,20,Francia,Terzino destro,TD,50 mila €,AC Ajaccio,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/cedric-dulivo/profil/spieler/118014,"Olympique Marsiglia,AC Ajaccio"
29358,29358,19902,Olympique Marsiglia,Charley Fomen,20,Camerun,Terzino sinistro,TS,200 mila €,Digione FCO,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/charley-fomen/profil/spieler/118015,"Olympique Marsiglia,Digione FCO"
29360,29360,19904,Olympique Marsiglia,Pape M'Bow,22,Senegal,Difensore centrale,DC,250 mila €,AS Cannes,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pape-mbow/profil/spieler/56796,"Olympique Marsiglia,AS Cannes"
29364,29364,19908,AS Monaco,Nenê,28,Brasile,Trequartista,TQ,"10,00 mln €",FC Paris Saint-Germain,Francia,"5,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/nene/profil/spieler/29091,"AS Monaco,FC Paris Saint-Germain"
29366,29366,19910,AS Monaco,Eidur Gudjohnsen,31,Islanda,Punta centrale,P,"3,00 mln €",Stoke City,Inghilterra,"2,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/eidur-gudjohnsen/profil/spieler/3176,"AS Monaco,Stoke City"
29367,29367,19911,AS Monaco,Diego Pérez,30,Uruguay,Mediano,M,"4,50 mln €",Bologna FC,Italia,"2,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/diego-perez/profil/spieler/20378,"AS Monaco,Bologna FC"
29368,29368,19912,AS Monaco,Dieumerci Mbokani,25,RD del Congo,Punta centrale,P,"6,50 mln €",VfL Wolfsburg,Germania,"Spesa prestito:1,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/dieumerci-mbokani/profil/spieler/44624,"AS Monaco,VfL Wolfsburg"
29369,29369,19913,AS Monaco,Yannick Sagbo,22,Costa d'Avorio,Punta centrale,P,850 mila €,FC Évian Thonon Gaillard,Francia,400 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/yannick-sagbo/profil/spieler/60591,"AS Monaco,FC Évian Thonon Gaillard"
29370,29370,19914,AS Monaco,Alejandro Alonso,28,Argentina,Centrocampista di destra,CD,"4,00 mln €",AS Saint Étienne,Francia,200 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/alejandro-alonso/profil/spieler/33935,"AS Monaco,AS Saint Étienne"
29372,29372,19916,AS Monaco,Frédéric Nimani,21,Repubblica Centrafricana,Punta centrale,P,"1,00 mln €",FC Nantes,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/frederic-nimani/profil/spieler/40064,"AS Monaco,FC Nantes"
29374,29374,19918,AS Monaco,Malaury Martin,21,Francia,Mediano,M,350 mila €,FC Blackpool,Inghilterra,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/malaury-martin/profil/spieler/40875,"AS Monaco,FC Blackpool"
29377,29377,19921,AS Monaco,Yohan Mollo,20,Francia,Terzino destro,TD,"1,70 mln €",SM Caen,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/yohan-mollo/profil/spieler/60570,"AS Monaco,SM Caen"
29384,29384,19928,AS Monaco,Serge Gakpé,23,Togo,Ala destra,AD,"1,00 mln €",FC Nantes,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/serge-gakpe/profil/spieler/36293,"AS Monaco,FC Nantes"
29386,29386,19930,AS Monaco,Kévin Diaz,21,Francia,Centrocampista di destra,CD,600 mila €,FC Metz,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/kevin-diaz/profil/spieler/60530,"AS Monaco,FC Metz"
29388,29388,19932,AS Monaco,Pierre-Emerick Aubameyang,21,Gabon,Punta centrale,P,"3,00 mln €",AC Milan,Italia,Fine prestito30/gen/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pierre-emerick-aubameyang/profil/spieler/58864,"AS Monaco,AC Milan"
29391,29391,20791,Olympique Lione,Jérémy Toulalan,27,Francia,Mediano,M,"18,00 mln €",Málaga CF,Spagna,"11,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jeremy-toulalan/profil/spieler/5513,"Olympique Lione,Málaga CF"
29392,29392,20792,Olympique Lione,Miralem Pjanić,21,Bosnia-Erzegovina,Centrale,CC,"9,00 mln €",AS Roma,Italia,"11,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/miralem-pjani%C4%87/profil/spieler/44162,"Olympique Lione,AS Roma"
29393,29393,20793,Olympique Lione,Lamine Gassama,22,Senegal,Terzino destro,TD,700 mila €,FC Lorient,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/lamine-gassama/profil/spieler/60539,"Olympique Lione,FC Lorient"
29394,29394,20794,Olympique Lione,Ishak Belfodil,20,Algeria,Punta centrale,P,900 mila €,Bologna FC,Italia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ishak-belfodil/profil/spieler/111039,"Olympique Lione,Bologna FC"
29397,29397,20797,Olympique Lione,Enzo Réale,19,Francia,Centrale,CC,150 mila €,US Boulogne,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/enzo-reale/profil/spieler/126530,"Olympique Lione,US Boulogne"
29398,29398,20798,Olympique Lione,Harry Novillo,19,Martinica,Ala sinistra,AS,250 mila €,AC Le Havre,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/harry-novillo/profil/spieler/118294,"Olympique Lione,AC Le Havre"
29400,29400,20800,FC Évian Thonon Gaillard,Felipe Saad,28,Brasile,Difensore centrale,DC,500 mila €,AC Ajaccio,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/felipe-saad/profil/spieler/57208,"FC Évian Thonon Gaillard,AC Ajaccio"
29401,29401,20801,FC Évian Thonon Gaillard,Jonathan Roufosse,26,Francia,Seconda punta,SP,300 mila €,AS Cannes,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jonathan-roufosse/profil/spieler/98371,"FC Évian Thonon Gaillard,AS Cannes"
29402,29402,20802,FC Évian Thonon Gaillard,Mathieu Lafon,27,Francia,Centrale,CC,400 mila €,AS Cannes,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mathieu-lafon/profil/spieler/17285,"FC Évian Thonon Gaillard,AS Cannes"
29404,29404,20804,FC Évian Thonon Gaillard,Pierre Bouby,27,Francia,Centrale,CC,600 mila €,FC Metz,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pierre-bouby/profil/spieler/98353,"FC Évian Thonon Gaillard,FC Metz"
29405,29405,20805,FC Évian Thonon Gaillard,Oumar Pouye,23,Senegal,Punta centrale,P,600 mila €,FC Metz,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/oumar-pouye/profil/spieler/61488,"FC Évian Thonon Gaillard,FC Metz"
29412,29412,20812,FC Évian Thonon Gaillard,Mohammed Rabiu,21,Ghana,Mediano,M,300 mila €,Udinese Calcio,Italia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mohammed-rabiu/profil/spieler/67721,"FC Évian Thonon Gaillard,Udinese Calcio"
29413,29413,20813,Stade Brest 29,Nolan Roux,23,Francia,Punta centrale,P,"4,75 mln €",LOSC Lilla,Francia,"8,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/nolan-roux/profil/spieler/81460,"Stade Brest 29,LOSC Lilla"
29414,29414,20814,Stade Brest 29,Richard Soumah,25,Guinea,Terzino sinistro,TS,750 mila €,SCO Angers,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/richard-soumah/profil/spieler/23976,"Stade Brest 29,SCO Angers"
29422,29422,20822,Stade Brest 29,Granddi N'Goyi,23,RD del Congo,Mediano,M,900 mila €,FC Paris Saint-Germain,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/granddi-ngoyi/profil/spieler/55385,"Stade Brest 29,FC Paris Saint-Germain"
29423,29423,20823,Stade Brest 29,Johan Martial,20,Francia,Difensore centrale,DC,800 mila €,SC Bastia,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/johan-martial/profil/spieler/105388,"Stade Brest 29,SC Bastia"
29424,29424,20824,Digione FCO,Christophe Mandanne,26,Francia,Punta centrale,P,650 mila €,EA Guingamp,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/christophe-mandanne/profil/spieler/23952,"Digione FCO,EA Guingamp"
29425,29425,20825,Digione FCO,Mehdi Courgnaud,21,Francia,Ala destra,AD,500 mila €,Athlétic Club Arlésien,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mehdi-courgnaud/profil/spieler/154172,"Digione FCO,Athlétic Club Arlésien"
29427,29427,20827,Digione FCO,Sebastián Ribas,23,Uruguay,Punta centrale,P,"3,00 mln €",Genoa CFC,Italia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/sebastian-ribas/profil/spieler/45577,"Digione FCO,Genoa CFC"
29433,29433,20833,Digione FCO,Raphaël Cacérès,23,Francia,Punta centrale,P,400 mila €,ES Troyes AC,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/raphael-caceres/profil/spieler/154169,"Digione FCO,ES Troyes AC"
29437,29437,20837,Digione FCO,Charley Fomen,21,Camerun,Terzino sinistro,TS,750 mila €,Olympique Marsiglia,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/charley-fomen/profil/spieler/118015,"Digione FCO,Olympique Marsiglia"
29438,29438,20838,Digione FCO,Lhadji Badiane,24,Francia,Ala destra,AD,400 mila €,Stade Rennais FC,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/lhadji-badiane/profil/spieler/51309,"Digione FCO,Stade Rennais FC"
29439,29439,20839,Digione FCO,Younousse Sankharé,21,Senegal,Centrale,CC,"1,00 mln €",FC Paris Saint-Germain,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/younousse-sankhare/profil/spieler/55409,"Digione FCO,FC Paris Saint-Germain"
29440,29440,20840,Digione FCO,Nicolas Seguin,21,Francia,Difensore centrale,DC,200 mila €,Olympique Lione,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/nicolas-seguin/profil/spieler/60596,"Digione FCO,Olympique Lione"
29441,29441,20841,Valenciennes FC,Milan Bisevac,27,Serbia,Difensore centrale,DC,"4,50 mln €",FC Paris Saint-Germain,Francia,"3,20 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/milan-bisevac/profil/spieler/24661,"Valenciennes FC,FC Paris Saint-Germain"
29444,29444,20844,Valenciennes FC,Guillaume Loriot,25,Francia,Centrale,CC,600 mila €,US Boulogne,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/guillaume-loriot/profil/spieler/38387,"Valenciennes FC,US Boulogne"
29449,29449,20849,Valenciennes FC,Steeven Langil,23,Martinica,Ala sinistra,AS,"1,70 mln €",AJ Auxerre,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/steeven-langil/profil/spieler/52209,"Valenciennes FC,AJ Auxerre"
29451,29451,20851,SM Caen,Sambou Yatabaré,22,Mali,Centrale,CC,"1,30 mln €",AS Monaco,Francia,"1,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/sambou-yatabare/profil/spieler/93309,"SM Caen,AS Monaco"
29452,29452,20852,SM Caen,Julien Toudic,25,Francia,Punta centrale,P,750 mila €,RC Lens,Francia,500 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/julien-toudic/profil/spieler/51542,"SM Caen,RC Lens"
29456,29456,20856,SM Caen,Romain Inez,24,Francia,Difensore centrale,DC,400 mila €,LB Châteauroux,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/romain-inez/profil/spieler/109599,"SM Caen,LB Châteauroux"
29457,29457,20857,SM Caen,Thibault Moulin,21,Francia,Centrale,CC,500 mila €,LB Châteauroux,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/thibault-moulin/profil/spieler/160567,"SM Caen,LB Châteauroux"
29459,29459,20859,SM Caen,Damien Marcq,22,Francia,Mediano,M,"2,50 mln €",Digione FCO,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/damien-marcq/profil/spieler/57534,"SM Caen,Digione FCO"
29461,29461,20861,SM Caen,Yohan Mollo,21,Francia,Terzino destro,TD,"1,80 mln €",AS Monaco,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/yohan-mollo/profil/spieler/60570,"SM Caen,AS Monaco"
29462,29462,20862,AS Nancy-Lorraine,Julien Féret,28,Francia,Trequartista,TQ,"5,00 mln €",Stade Rennais FC,Francia,"4,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/julien-feret/profil/spieler/28328,"AS Nancy-Lorraine,Stade Rennais FC"
29464,29464,20864,AS Nancy-Lorraine,Youssouf Hadji,31,Marocco,Punta centrale,P,"3,50 mln €",Stade Rennais FC,Francia,"1,70 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/youssouf-hadji/profil/spieler/5345,"AS Nancy-Lorraine,Stade Rennais FC"
29466,29466,20866,AS Nancy-Lorraine,Samba Diakité,23,Mali,Mediano,M,"4,25 mln €",Queens Park Rangers,Inghilterra,Spesa prestito:400 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/samba-diakite/profil/spieler/136589,"AS Nancy-Lorraine,Queens Park Rangers"
29467,29467,20867,AS Nancy-Lorraine,Jonathan Brison,28,Francia,Terzino sinistro,TS,"2,00 mln €",AS Saint Étienne,Francia,300 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jonathan-brison/profil/spieler/28307,"AS Nancy-Lorraine,AS Saint Étienne"
29468,29468,20868,AS Nancy-Lorraine,Benjamin Gavanon,30,Francia,Centrale,CC,"1,50 mln €",Amiens SC,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/benjamin-gavanon/profil/spieler/5323,"AS Nancy-Lorraine,Amiens SC"
29469,29469,20869,AS Nancy-Lorraine,Paul Alo'o Efoulou,27,Camerun,Punta centrale,P,"1,90 mln €",AC Le Havre,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/paul-aloo-efoulou/profil/spieler/57342,"AS Nancy-Lorraine,AC Le Havre"
29470,29470,20870,AS Nancy-Lorraine,Pascal Berenguer,30,Francia,Mediano,M,"2,50 mln €",RC Lens,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pascal-berenguer/profil/spieler/28301,"AS Nancy-Lorraine,RC Lens"
29471,29471,20871,AS Nancy-Lorraine,Marama Vahirua,31,Tahiti,Punta centrale,P,"3,00 mln €",AS Monaco,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/marama-vahirua/profil/spieler/3926,"AS Nancy-Lorraine,AS Monaco"
29472,29472,20872,AS Nancy-Lorraine,Bocundji Ca,24,Guinea-Bissau,Mediano,M,800 mila €,Stade Reims,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/bocundji-ca/profil/spieler/29351,"AS Nancy-Lorraine,Stade Reims"
29473,29473,20873,AS Nancy-Lorraine,Gennaro Bracigliano,31,Francia,Portiere,POR,"2,00 mln €",Olympique Marsiglia,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gennaro-bracigliano/profil/spieler/28306,"AS Nancy-Lorraine,Olympique Marsiglia"
29475,29475,20875,AS Nancy-Lorraine,Landry N'Guémo,25,Camerun,Mediano,M,"4,00 mln €",FC Girondins Bordeaux,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/landry-nguemo/profil/spieler/34372,"AS Nancy-Lorraine,FC Girondins Bordeaux"
29476,29476,20876,AS Nancy-Lorraine,Distel Zola,22,RD del Congo,Mediano,M,400 mila €,AC Le Havre,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/distel-zola/profil/spieler/60613,"AS Nancy-Lorraine,AC Le Havre"
29478,29478,20878,AS Nancy-Lorraine,Alexandre Cuvillier,25,Francia,Centrocampista di sinistra,CS,"1,50 mln €",RC Lens,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/alexandre-cuvillier/profil/spieler/58458,"AS Nancy-Lorraine,RC Lens"
29480,29480,20880,AS Nancy-Lorraine,Alexandre Cuvillier,25,Francia,Centrocampista di sinistra,CS,"1,70 mln €",US Boulogne,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/alexandre-cuvillier/profil/spieler/58458,"AS Nancy-Lorraine,US Boulogne"
29481,29481,20881,FC Lorient,Kévin Gameiro,24,Francia,Punta centrale,P,"13,50 mln €",FC Paris Saint-Germain,Francia,"11,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/kevin-gameiro/profil/spieler/27389,"FC Lorient,FC Paris Saint-Germain"
29482,29482,20882,FC Lorient,Lynel Kitambala,22,Francia,Punta centrale,P,"2,80 mln €",AS Saint Étienne,Francia,"2,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/lynel-kitambala/profil/spieler/56789,"FC Lorient,AS Saint Étienne"
29483,29483,20883,FC Lorient,Jérémy Morel,27,Madagascar,Difensore centrale,DC,"3,30 mln €",Olympique Marsiglia,Francia,"2,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jeremy-morel/profil/spieler/23960,"FC Lorient,Olympique Marsiglia"
29484,29484,20884,FC Lorient,Morgan Amalfitano,26,Francia,Ala destra,AD,"6,50 mln €",Olympique Marsiglia,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/morgan-amalfitano/profil/spieler/39883,"FC Lorient,Olympique Marsiglia"
29490,29490,20890,FC Lorient,Lionel Cappone,32,Francia,Portiere,POR,600 mila €,Stade Brest 29,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/lionel-cappone/profil/spieler/31064,"FC Lorient,Stade Brest 29"
29491,29491,20891,FC Lorient,James Fanchone,31,Francia,Ala destra,AD,900 mila €,AC Le Havre,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/james-fanchone/profil/spieler/23924,"FC Lorient,AC Le Havre"
29493,29493,20893,FC Lorient,Sebastián Dubarbier,25,Argentina,Terzino sinistro,TS,850 mila €,Córdoba CF,Spagna,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/sebastian-dubarbier/profil/spieler/55866,"FC Lorient,Córdoba CF"
29498,29498,20898,FC Lorient,Pierre Ducasse,24,Francia,Mediano,M,"1,80 mln €",FC Girondins Bordeaux,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pierre-ducasse/profil/spieler/18925,"FC Lorient,FC Girondins Bordeaux"
29500,29500,20900,FC Lorient,Kévin Monnet-Paquet,22,Francia,Ala sinistra,AS,"2,50 mln €",RC Lens,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/kevin-monnet-paquet/profil/spieler/44045,"FC Lorient,RC Lens"
29503,29503,20903,AC Ajaccio,Andy Delort,20,Algeria,Punta centrale,P,600 mila €,FC Metz,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/andy-delort/profil/spieler/122797,"AC Ajaccio,FC Metz"
29507,29507,20907,AC Ajaccio,Billy Modeste,23,Francia,Difensore centrale,DC,50 mila €,RC Strasburgo Alsazia,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/billy-modeste/profil/spieler/81551,"AC Ajaccio,RC Strasburgo Alsazia"
29509,29509,20909,AC Ajaccio,Paul Lasne,22,Francia,Mediano,M,500 mila €,FC Girondins Bordeaux,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/paul-lasne/profil/spieler/93726,"AC Ajaccio,FC Girondins Bordeaux"
29510,29510,20910,LOSC Lilla,Gervinho,24,Costa d'Avorio,Ala sinistra,AS,"15,00 mln €",FC Arsenal,Inghilterra,"12,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gervinho/profil/spieler/33481,"LOSC Lilla,FC Arsenal"
29512,29512,20912,LOSC Lilla,Adil Rami,25,Francia,Difensore centrale,DC,"12,00 mln €",Valencia CF,Spagna,"6,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/adil-rami/profil/spieler/51118,"LOSC Lilla,Valencia CF"
29513,29513,20913,LOSC Lilla,Yohan Cabaye,25,Francia,Centrale,CC,"11,00 mln €",Newcastle United,Inghilterra,"5,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/yohan-cabaye/profil/spieler/29434,"LOSC Lilla,Newcastle United"
29514,29514,20914,LOSC Lilla,Émerson Conceição,25,Brasile,Terzino sinistro,TS,"2,50 mln €",Benfica Lisbona,Portogallo,"2,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/emerson-conceicao/profil/spieler/39073,"LOSC Lilla,Benfica Lisbona"
29515,29515,20915,LOSC Lilla,Ludovic Obraniak,27,Polonia,Trequartista,TQ,"3,75 mln €",FC Girondins Bordeaux,Francia,"1,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ludovic-obraniak/profil/spieler/12106,"LOSC Lilla,FC Girondins Bordeaux"
29516,29516,20916,LOSC Lilla,Nicolas Fauvergue,26,Francia,Punta centrale,P,900 mila €,CS Sedan-Ardennes,Francia,900 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/nicolas-fauvergue/profil/spieler/27307,"LOSC Lilla,CS Sedan-Ardennes"
29518,29518,20918,LOSC Lilla,Pierre-Alain Frau,31,Francia,Punta centrale,P,"2,50 mln €",SM Caen,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pierre-alain-frau/profil/spieler/3901,"LOSC Lilla,SM Caen"
